user_id,session_id,turn_index,timestamp,channel,modality,persona,utterance,true_intent,predicted_intent,confidence,is_fallback,is_correct,response_time_ms,time_to_first_response_ms,csat,frustrated_signal
U208f6f8c,S8c1d1272db,2,2026-08-29T07:17:05,kiosk,text,family,How do I get to baggage claim?,baggage_claim,baggage_claim,0.667,False,True,848,311,4,False
U208f6f8c,S8c1d1272db,3,2026-08-29T07:17:42,kiosk,image,family,Where do I get picked up by Uber?,uber_pickup,uber_pickup,0.99,False,True,823,474,4,False
U208f6f8c,S33382a2655,0,2026-08-30T00:47:00,mobile_app,text,family,Where is the nearest information desk?,information_desk,information_desk,0.578,False,True,488,180,5,False
U208f6f8c,S33382a2655,1,2026-08-30T00:47:13,mobile_app,voice,family,"I need special assistance, I use a wheelchair.",special_assistance,information_desk,0.468,False,False,1558,747,2,False
U208f6f8c,S33382a2655,2,2026-08-30T00:48:17,mobile_app,text,family,Where is the transfer desk for connecting passengers?,transfer_desk,check_in,0.476,False,False,516,222,2,False
U208f6f8c,S33382a2655,3,2026-08-30T00:48:38,mobile_app,text,family,"again I need special assistance, I use a wheelchair.",special_assistance,information_desk,0.516,False,False,560,334,1,True
U208f6f8c,S33382a2655,4,2026-08-30T00:49:55,mobile_app,text,family,Is there a play area for children?,kids_play_area,kids_play_area,0.902,False,True,746,363,4,False
U208f6f8c,Sc60f673b55,0,2026-08-26T05:40:00,web,text,family,Where can I exchange money?,currency_exchange,currency_exchange,0.764,False,True,806,472,4,False
U208f6f8c,Sc60f673b55,1,2026-08-26T05:41:30,web,text,family,Is there a rest area or sleep pods?,sleeping_area,sleeping_area,0.79,False,True,488,217,5,False
Uea24a0c9,S5e7e80c00b,0,2026-09-07T07:17:00,mobile_app,image,leisure,Where is the nearest restroom?,restroom,restroom,0.667,False,True,2254,1351,4,False
Uea24a0c9,S5e7e80c00b,1,2026-09-07T07:18:10,mobile_app,text,leisure,Where can I find shops in the terminal?,shopping,shopping,0.972,False,True,506,217,4,False
Uea24a0c9,S5e7e80c00b,2,2026-09-07T07:18:42,mobile_app,text,leisure,Where can I refill my water bottle?,water_fountain,fallback,0.375,True,False,1633,902,1,False
Uea24a0c9,S5e7e80c00b,3,2026-09-07T07:19:39,mobile_app,voice,leisure,How do I connect to the airport Wi-Fi?,wifi,wifi,0.573,False,True,2446,1216,5,False
Uea24a0c9,S5e7e80c00b,4,2026-09-07T07:19:59,mobile_app,text,leisure,Where can I take a shower?,shower_facility,shower_facility,0.689,False,True,690,376,5,False
Uea24a0c9,S5e7e80c00b,5,2026-09-07T07:20:40,mobile_app,voice,leisure,Can I buy perfume after security?,duty_free,duty_free,0.751,False,True,2032,872,4,False
U02add602,S43b0ba45ee,0,2026-09-05T02:58:00,mobile_app,image,family,Where do I drop off my checked bag?,baggage_drop,baggage_drop,0.864,False,True,1031,372,4,False
U02add602,S43b0ba45ee,1,2026-09-05T02:58:15,mobile_app,text,family,Where is gate B12?,find_gate,find_gate,0.91,False,True,1034,522,5,False
U02add602,S43b0ba45ee,2,2026-09-05T02:58:53,mobile_app,voice,family,Is there a play area for children?,kids_play_area,kids_play_area,0.876,False,True,1125,524,4,False
U02add602,S672657fb3d,0,2026-09-01T16:37:00,mobile_app,text,family,Where can I eat before my flight?,restaurant,restaurant,0.99,False,True,961,422,5,False
U02add602,S672657fb3d,1,2026-09-01T16:37:45,mobile_app,text,family,How do I connect to the airport Wi-Fi?,wifi,wifi,0.99,False,True,684,393,5,False
U02add602,S5edafa7191,0,2026-09-04T11:39:00,mobile_app,voice,family,Is there a family room for changing my baby?,family_room,family_room,0.78,False,True,967,445,4,False
U9ac6911f,Sb751fe5cd1,0,2026-08-31T04:26:00,in_terminal_wifi,text,first_time,Where is the check in desk for international flights?,check_in,self_checkin_kiosk,0.51,False,False,584,322,2,False
U9ac6911f,Sb751fe5cd1,1,2026-08-31T04:26:51,in_terminal_wifi,text,first_time,Where is security control?,security,security,0.697,False,True,627,371,4,False
U4eb4fedd,Sb3cbfdb4f7,0,2026-08-25T13:34:00,mobile_app,text,leisure,Where is the nearest restroom?,restroom,restroom,0.901,False,True,740,422,5,False
U4eb4fedd,Sb3cbfdb4f7,1,2026-08-25T13:35:19,mobile_app,voice,leisure,Can I buy perfume after security?,duty_free,duty_free,0.658,False,True,1098,394,5,False
U4eb4fedd,Sb3cbfdb4f7,2,2026-08-25T13:36:30,mobile_app,text,leisure,Which bus goes to the city centre?,bus_stop,bus_stop,0.844,False,True,557,326,4,False
U4eb4fedd,Sb3cbfdb4f7,3,2026-08-25T13:37:31,mobile_app,voice,leisure,Where can I relax before my flight in terminal 2?,lounge,lounge,0.892,False,True,1168,472,5,False
U4eb4fedd,Sb3cbfdb4f7,4,2026-08-25T13:38:35,mobile_app,image,leisure,How do I connect to the airport Wi-Fi?,wifi,wifi,0.961,False,True,1856,834,5,False
Uf4cdea23,S1ab6417036,0,2026-09-07T19:05:00,web,text,business,Where can I pray at the airport?,prayer_room,prayer_room,0.673,False,True,776,432,4,False
Uf4cdea23,S1ab6417036,1,2026-09-07T19:06:18,web,text,business,Where is the nearest coffee shop?,coffee_shop,coffee_shop,0.893,False,True,585,283,5,False
Uf4cdea23,Sbfe65677a4,0,2026-08-27T05:22:00,kiosk,text,business,Where is the transfer desk for connecting passengers?,transfer_desk,transport,0.517,False,False,892,485,2,False
Uf4cdea23,Sbfe65677a4,1,2026-08-27T05:23:13,kiosk,text,business,Where is the airport police station?,police_desk,fallback,0.414,True,False,1855,1051,2,False
Uf4cdea23,Sbfe65677a4,2,2026-08-27T05:24:27,kiosk,text,business,Can you tell me how to get to gate A5?,find_gate,find_gate,0.99,False,True,940,346,4,False
Uf4cdea23,S3d809013b8,0,2026-08-27T13:39:00,mobile_app,text,business,How long is the security line right now?,security,security,0.643,False,True,2013,762,4,False
Uf4cdea23,S3d809013b8,1,2026-08-27T13:40:18,mobile_app,text,business,Where is security control?,security,security,0.91,False,True,866,461,4,False
Uf4cdea23,S3d809013b8,2,2026-08-27T13:41:06,mobile_app,voice,business,Is there a hotel inside the airport?,hotel_airside,fallback,0.441,True,False,2642,988,1,False
Uf4cdea23,S3d809013b8,3,2026-08-27T13:42:01,mobile_app,voice,business,"I have a connecting flight, where do I go?",transit_connection,fallback,0.444,True,False,1253,733,2,False
Uf4cdea23,S2d6536f380,0,2026-09-05T06:18:00,web,text,business,Where is the pharmacy?,pharmacy,pharmacy,0.754,False,True,565,213,5,False
Uf4cdea23,S2d6536f380,1,2026-09-05T06:18:43,web,text,business,Where is the parking garage?,parking,parking,0.99,False,True,335,119,4,False
Uf4cdea23,Sd73f4534a2,0,2026-08-29T15:22:00,web,voice,business,Where can I find an ATM?,atm,atm,0.649,False,True,1417,656,4,False
Uf4cdea23,Scfcc7dbf75,0,2026-09-06T23:38:00,web,text,business,What time does boarding start for my flight?,boarding_time,boarding_time,0.911,False,True,1102,499,4,False
Uf4cdea23,Scfcc7dbf75,1,2026-09-06T23:38:35,web,text,business,Can I smoke inside the terminal?,smoking_area,smoking_area,0.895,False,True,514,219,4,False
Uf4cdea23,Scfcc7dbf75,2,2026-09-06T23:39:11,web,text,business,Has my gate changed?,gate_change,gate_change,0.652,False,True,745,353,5,False
U8c13b8b9,S9f0c6503ae,0,2026-09-02T22:53:00,web,text,business,How long is the security line right now?,security,security,0.662,False,True,1040,513,5,False
U8c13b8b9,S9f0c6503ae,1,2026-09-02T22:54:29,web,text,business,Is there halal food available at the airport?,halal_food,fallback,0.43,True,False,1536,714,2,False
U8c13b8b9,S9f0c6503ae,2,2026-09-02T22:55:23,web,voice,business,What time does boarding start for my flight?,boarding_time,boarding_time,0.767,False,True,2607,1420,5,False
U8c13b8b9,S9f0c6503ae,3,2026-09-02T22:55:40,web,text,business,"I've lost my child, who do I contact?",lost_child,information_desk,0.465,False,False,962,393,2,False
U5a53a5c4,S3bb838a454,0,2026-09-07T01:04:00,mobile_app,voice,family,Is there a play area for children?,kids_play_area,kids_play_area,0.945,False,True,2369,1413,4,False
U5a53a5c4,S3bb838a454,1,2026-09-07T01:04:49,mobile_app,voice,family,Can I smoke inside the terminal?,smoking_area,smoking_area,0.786,False,True,1820,670,4,False
U5a53a5c4,S3bb838a454,2,2026-09-07T01:05:56,mobile_app,text,family,Is there a play area for children?,kids_play_area,kids_play_area,0.759,False,True,854,425,5,False
U5a53a5c4,S3bb838a454,3,2026-09-07T01:06:53,mobile_app,voice,family,Is there a play area for children?,kids_play_area,kids_play_area,0.826,False,True,797,291,4,False
U5a53a5c4,S3bb838a454,4,2026-09-07T01:07:14,mobile_app,image,family,Where is the nearest restroom?,restroom,shower_facility,0.79,False,False,1009,485,1,False
U8940bd92,Sf23062fe71,0,2026-08-31T15:43:00,mobile_app,text,leisure,Where is the airport police station?,police_desk,fallback,0.428,True,False,841,473,2,False
U9a390306,S95cd041670,0,2026-08-27T16:19:00,web,text,transit,Is there a shuttle to nearby hotels?,hotel_shuttle,information_desk,0.513,False,False,674,354,2,False
U9a390306,S95cd041670,1,2026-08-27T16:20:15,web,text,transit,Is there a USB charging point near the gates?,charging_station,charging_station,0.797,False,True,732,439,5,False
U9a390306,S95cd041670,2,2026-08-27T16:20:42,web,voice,transit,Where can I rent a car?,car_rental,car_rental,0.682,False,True,2313,1154,4,False
U9a390306,S95cd041670,3,2026-08-27T16:21:09,web,voice,transit,still Where is the nearest coffee shop?,coffee_shop,coffee_shop,0.789,False,True,870,474,3,True
U9a390306,S95cd041670,4,2026-08-27T16:21:46,web,text,transit,Where can I relax before my flight in terminal 2?,lounge,lounge,0.692,False,True,881,433,5,False
U9a390306,S95cd041670,5,2026-08-27T16:22:50,web,text,transit,as I said Where can I relax before my flight in terminal 2? you're not helping,lounge,sleeping_area,0.712,False,False,982,374,1,True
U9a390306,Sf04092af8d,0,2026-08-29T19:57:00,mobile_app,image,transit,Where can I relax before my flight in terminal 2?,lounge,lounge,0.99,False,True,2036,902,4,False
U9a390306,Sac2f2fb6a8,0,2026-08-30T12:01:00,mobile_app,text,transit,Where is gate B12?,find_gate,find_gate,0.796,False,True,539,207,5,False
U9a390306,Sac2f2fb6a8,1,2026-08-30T12:02:08,mobile_app,text,transit,still Is there a shuttle to nearby hotels? hello?? are you there,hotel_shuttle,fallback,0.388,True,False,870,367,1,True
U9a390306,Sac2f2fb6a8,2,2026-08-30T12:02:54,mobile_app,text,transit,Where is a power outlet in the terminal?,charging_station,charging_station,0.712,False,True,505,207,5,False
U9a390306,Sac2f2fb6a8,3,2026-08-30T12:03:20,mobile_app,text,transit,Where is gate C3?,find_gate,find_gate,0.835,False,True,681,404,4,False
U9a390306,Seae8b23480,0,2026-09-02T21:50:00,mobile_app,text,transit,Is there a shuttle to nearby hotels?,hotel_shuttle,information_desk,0.539,False,False,677,277,2,False
U9a390306,Seae8b23480,1,2026-09-02T21:51:28,mobile_app,voice,transit,"My phone is dead, where can I charge it?",charging_station,charging_station,0.763,False,True,1356,632,5,False
U9a390306,Seae8b23480,2,2026-09-02T21:52:37,mobile_app,voice,transit,still Where can I pray at the airport?,prayer_room,prayer_room,0.946,False,True,1449,651,4,True
U9a390306,Seae8b23480,3,2026-09-02T21:53:54,mobile_app,text,transit,Is there a play area for children?,kids_play_area,kids_play_area,0.761,False,True,584,258,5,False
U9a390306,Seae8b23480,4,2026-09-02T21:54:53,mobile_app,image,transit,Where can I take a shower?,shower_facility,shower_facility,0.834,False,True,604,289,5,False
U9a390306,Seae8b23480,5,2026-09-02T21:55:11,mobile_app,text,transit,as I said Where can I take a shower? hello?? are you there,shower_facility,shower_facility,0.642,False,True,497,229,4,True
U9a1656cf,S5e6b8ba1ab,0,2026-08-31T00:27:00,web,image,transit,Is there a family room for changing my baby?,family_room,family_room,0.825,False,True,1281,458,5,False
U9a1656cf,S5e6b8ba1ab,1,2026-08-31T00:28:25,web,text,transit,Where are the self check-in kiosks?,self_checkin_kiosk,family_room,0.479,False,False,800,310,2,False
U75fabc26,S42808de451,0,2026-09-03T09:33:00,kiosk,image,leisure,Where can I exchange money?,currency_exchange,currency_exchange,0.857,False,True,952,395,5,False
U75fabc26,S42808de451,1,2026-09-03T09:33:41,kiosk,text,leisure,Is there a restaurant open now near gate B12?,restaurant,coffee_shop,0.679,False,False,518,192,3,False
U75fabc26,Sc969d6a4b5,0,2026-09-02T22:18:00,web,voice,leisure,Is there a rest area or sleep pods?,sleeping_area,sleeping_area,0.695,False,True,751,288,5,False
U75fabc26,Sc969d6a4b5,1,2026-09-02T22:19:11,web,text,leisure,How do I get to baggage claim?,baggage_claim,baggage_claim,0.876,False,True,951,570,5,False
U75fabc26,S0db384c374,0,2026-09-07T23:04:00,kiosk,text,leisure,What time does boarding start for my flight?,boarding_time,boarding_time,0.894,False,True,807,319,4,False
U75fabc26,S0db384c374,1,2026-09-07T23:04:24,kiosk,image,leisure,Where is gate B12?,find_gate,find_gate,0.838,False,True,1424,835,5,False
U75fabc26,S0db384c374,2,2026-09-07T23:05:38,kiosk,image,leisure,Where can I take a shower?,shower_facility,shower_facility,0.746,False,True,1163,553,5,False
U75fabc26,S0db384c374,3,2026-09-07T23:06:07,kiosk,text,leisure,Where can I relax before my flight in terminal 2?,lounge,lounge,0.9,False,True,1131,403,4,False
U75fabc26,Sb6fdffcece,0,2026-09-06T23:16:00,mobile_app,voice,leisure,Where can I pray at the airport?,prayer_room,prayer_room,0.612,False,True,2100,1158,5,False
U75fabc26,Sb6fdffcece,1,2026-09-06T23:16:59,mobile_app,text,leisure,Can I buy perfume after security?,duty_free,duty_free,0.905,False,True,538,207,5,False
U791ab146,S785dfaacb7,0,2026-08-31T09:48:00,mobile_app,text,first_time,Where is the customs declaration desk?,customs,customs,0.932,False,True,1638,927,5,False
U791ab146,S785dfaacb7,1,2026-08-31T09:49:01,mobile_app,image,first_time,Is there a currency exchange counter near departures?,currency_exchange,currency_exchange,0.837,False,True,1742,812,5,False
U791ab146,Sb0425c6d1f,0,2026-08-31T21:29:00,mobile_app,text,first_time,Where do I get a visa on arrival?,visa_on_arrival,information_desk,0.527,False,False,804,308,2,False
U791ab146,Sb0425c6d1f,1,2026-08-31T21:29:41,mobile_app,voice,first_time,Where is the nearest restroom? come on,restroom,restroom,0.763,False,True,2371,1282,4,True
U791ab146,Sb0425c6d1f,2,2026-08-31T21:30:24,mobile_app,voice,first_time,Where can I take a shower?,shower_facility,shower_facility,0.712,False,True,1453,782,4,False
U791ab146,Sb0425c6d1f,3,2026-08-31T21:30:57,mobile_app,text,first_time,one more time Where can I get a luggage trolley? I already asked this,luggage_trolley,luggage_trolley,0.79,False,True,528,228,4,True
U791ab146,Sb0425c6d1f,4,2026-08-31T21:32:23,mobile_app,text,first_time,Do I need to declare anything at customs?,customs,customs,0.648,False,True,468,206,4,False
U791ab146,Sb0425c6d1f,5,2026-08-31T21:32:45,mobile_app,voice,first_time,Where can I refill my water bottle?,water_fountain,water_fountain,0.7,False,True,1556,922,5,False
U791ab146,Sb0425c6d1f,6,2026-08-31T21:34:07,mobile_app,voice,first_time,"I've lost my child, who do I contact? you're not helping",lost_child,fallback,0.426,True,False,2057,935,1,True
U791ab146,Sb0425c6d1f,7,2026-08-31T21:35:07,mobile_app,text,first_time,Where is the nearest restroom?,restroom,restroom,0.941,False,True,726,279,4,False
U22e3b515,Sd0140fbe17,0,2026-09-01T21:24:00,mobile_app,text,business,Where do I get a visa on arrival?,visa_on_arrival,visa_on_arrival,0.618,False,True,807,395,5,False
U22e3b515,Sd0140fbe17,1,2026-09-01T21:24:36,mobile_app,image,business,How do I connect to the airport Wi-Fi?,wifi,wifi,0.805,False,True,779,427,4,False
U22e3b515,Sd0140fbe17,2,2026-09-01T21:25:19,mobile_app,voice,business,Can you tell me how to get to gate A5?,find_gate,find_gate,0.987,False,True,3001,1268,4,False
U22e3b515,Sfb34bebef9,0,2026-08-26T16:59:00,mobile_app,text,business,Where can I relax before my flight in terminal 2?,lounge,lounge,0.853,False,True,519,213,4,False
U22e3b515,Sfb34bebef9,1,2026-08-26T17:00:15,mobile_app,text,business,Where can I exchange money?,currency_exchange,currency_exchange,0.907,False,True,884,503,3,True
U769a1ab1,S3bc6650c11,0,2026-08-29T15:18:00,web,image,transit,Is there a restaurant open now near gate B12?,restaurant,restaurant,0.913,False,True,1709,673,5,False
U769a1ab1,S3bc6650c11,1,2026-08-29T15:18:12,web,text,transit,What's the weather like in London?,out_of_scope,fallback,0.99,True,False,1024,432,1,False
U769a1ab1,S3bc6650c11,2,2026-08-29T15:18:24,web,text,transit,Where can I find an ATM?,atm,atm,0.99,False,True,1371,573,5,False
U769a1ab1,S3bc6650c11,3,2026-08-29T15:18:46,web,text,transit,Where is gate C3?,find_gate,find_gate,0.926,False,True,697,342,4,False
U769a1ab1,S3bc6650c11,4,2026-08-29T15:19:18,web,voice,transit,Where is the nearest coffee shop?,coffee_shop,coffee_shop,0.939,False,True,1101,516,5,False
U769a1ab1,S3bc6650c11,5,2026-08-29T15:19:57,web,text,transit,Where can I find an ATM?,atm,atm,0.99,False,True,614,216,5,False
U769a1ab1,S8e23085d3e,0,2026-08-26T19:19:00,mobile_app,image,transit,"I have a connecting flight, where do I go?",transit_connection,transit_connection,0.664,False,True,1829,741,4,False
U769a1ab1,S8e23085d3e,1,2026-08-26T19:19:25,mobile_app,text,transit,Is there a play area for children?,kids_play_area,kids_play_area,0.936,False,True,717,387,5,False
U769a1ab1,S8e23085d3e,2,2026-08-26T19:20:49,mobile_app,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,fallback,0.338,True,False,621,234,2,False
U769a1ab1,S8e23085d3e,3,2026-08-26T19:22:07,mobile_app,text,transit,"I have a connecting flight, where do I go?",transit_connection,find_gate,0.48,False,False,700,402,2,False
U769a1ab1,S8e23085d3e,4,2026-08-26T19:23:12,mobile_app,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,fallback,0.414,True,False,1481,817,2,False
U9b7d3f30,S3123ea6c00,0,2026-09-05T11:37:00,web,text,transit,Where can I take a shower?,shower_facility,shower_facility,0.876,False,True,553,218,5,False
U9b7d3f30,S3123ea6c00,1,2026-09-05T11:37:25,web,image,transit,Is there a rest area or sleep pods?,sleeping_area,shower_facility,0.704,False,False,1002,384,3,False
U9b7d3f30,S3123ea6c00,2,2026-09-05T11:38:17,web,image,transit,Is there a USB charging point near the gates?,charging_station,charging_station,0.725,False,True,1346,478,5,False
U9b7d3f30,S3123ea6c00,3,2026-09-05T11:39:03,web,text,transit,Where is the nearest information desk?,information_desk,information_desk,0.716,False,True,859,456,4,False
U9b7d3f30,S3123ea6c00,4,2026-09-05T11:39:25,web,text,transit,Where do I drop off my checked bag?,baggage_drop,baggage_drop,0.99,False,True,1128,520,5,False
Ub18e4a4a,Sc7d2173765,0,2026-09-02T11:48:00,mobile_app,text,leisure,Where is the nearest information desk?,information_desk,information_desk,0.789,False,True,805,329,4,False
Ub18e4a4a,Sc7d2173765,1,2026-09-02T11:48:26,mobile_app,text,leisure,How do I connect to the airport Wi-Fi?,wifi,wifi,0.738,False,True,849,503,4,False
Ub18e4a4a,Sc7d2173765,2,2026-09-02T11:49:56,mobile_app,voice,leisure,Where can I eat before my flight?,restaurant,restaurant,0.822,False,True,1527,739,5,False
Ub18e4a4a,Sc7d2173765,3,2026-09-02T11:50:34,mobile_app,text,leisure,Where can I find shops in the terminal?,shopping,shopping,0.763,False,True,398,163,4,False
Ue0cb5b41,S6751e02f48,0,2026-08-30T07:34:00,mobile_app,text,leisure,Is there a restaurant open now near gate B12?,restaurant,restaurant,0.799,False,True,1236,605,5,False
Ue0cb5b41,S6751e02f48,1,2026-08-30T07:35:09,mobile_app,image,leisure,Where is the nearest coffee shop?,coffee_shop,coffee_shop,0.588,False,True,1655,888,5,False
Ue0cb5b41,S6751e02f48,2,2026-08-30T07:36:18,mobile_app,voice,leisure,Where is the transfer desk for connecting passengers?,transfer_desk,information_desk,0.455,False,False,1167,484,2,False
U59e9a4b9,S66f1ae55c6,0,2026-09-05T20:48:00,kiosk,image,transit,Where is the transfer desk for connecting passengers?,transfer_desk,fallback,0.425,True,False,2438,1209,2,False
U59e9a4b9,S66f1ae55c6,1,2026-09-05T20:49:01,kiosk,text,transit,Where is gate C3?,find_gate,find_gate,0.835,False,True,441,229,5,False
U59e9a4b9,S66f1ae55c6,2,2026-09-05T20:49:41,kiosk,text,transit,Where can I take a shower?,shower_facility,shower_facility,0.787,False,True,417,241,5,False
U59e9a4b9,S3639116c77,0,2026-08-25T21:02:00,web,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,transfer_desk,0.566,False,True,664,233,5,False
U59e9a4b9,Sd6fa50d299,0,2026-09-05T02:59:00,mobile_app,text,transit,Where is the pharmacy? come on,pharmacy,pharmacy,0.806,False,True,737,382,5,True
U59e9a4b9,Sd6fa50d299,1,2026-09-05T02:59:30,mobile_app,text,transit,Is there a USB charging point near the gates?,charging_station,charging_station,0.844,False,True,731,401,5,False
U59e9a4b9,Sd6fa50d299,2,2026-09-05T02:59:48,mobile_app,text,transit,Is there halal food available at the airport?,halal_food,fallback,0.215,True,False,674,402,1,False
U59e9a4b9,Sd6fa50d299,3,2026-09-05T03:00:00,mobile_app,text,transit,Where can I charge my phone?,charging_station,charging_station,0.777,False,True,704,395,4,False
U59e9a4b9,Sd6fa50d299,4,2026-09-05T03:01:30,mobile_app,voice,transit,"I need special assistance, I use a wheelchair.",special_assistance,information_desk,0.524,False,False,1448,533,1,True
U59e9a4b9,Sd6fa50d299,5,2026-09-05T03:02:13,mobile_app,voice,transit,"I have a connecting flight, where do I go?",transit_connection,hotel_airside,0.496,False,False,992,523,2,False
U59e9a4b9,Sd01ad7dc4d,0,2026-08-29T10:36:00,web,image,transit,Is there a shuttle to nearby hotels?,hotel_shuttle,hotel_shuttle,0.737,False,True,1270,681,4,False
U59e9a4b9,Sd01ad7dc4d,1,2026-08-29T10:36:52,web,text,transit,What time does boarding start for my flight?,boarding_time,boarding_time,0.878,False,True,560,305,4,False
U59e9a4b9,Sd01ad7dc4d,2,2026-08-29T10:37:57,web,text,transit,Where do I go through passport control?,immigration,visa_on_arrival,0.701,False,False,682,251,3,False
U59e9a4b9,Sd01ad7dc4d,3,2026-08-29T10:38:39,web,text,transit,Where can I charge my phone? come on,charging_station,charging_station,0.689,False,True,479,219,4,True
U2b7ff9d4,S258b8a6e0a,0,2026-08-30T22:05:00,mobile_app,voice,transit,Where do I check in oversized luggage?,oversized_baggage,baggage_drop,0.502,False,False,1569,603,2,False
U2b7ff9d4,S258b8a6e0a,1,2026-08-30T22:05:46,mobile_app,text,transit,Is there a family room for changing my baby?,family_room,family_room,0.923,False,True,639,263,5,False
U2b7ff9d4,S258b8a6e0a,2,2026-08-30T22:06:25,mobile_app,text,transit,Where can I take a shower?,shower_facility,shower_facility,0.721,False,True,567,312,4,False
U2b7ff9d4,S258b8a6e0a,3,2026-08-30T22:07:15,mobile_app,text,transit,Where do I go through passport control?,immigration,immigration,0.695,False,True,478,224,4,False
U28426bc9,S10e1184d86,0,2026-08-30T04:44:00,mobile_app,text,family,Where is the nearest restroom?,restroom,restroom,0.587,False,True,909,544,5,False
U28426bc9,Se4fd2ef94d,0,2026-09-05T19:45:00,web,text,family,Is there a rest area or sleep pods?,sleeping_area,sleeping_area,0.99,False,True,889,367,5,False
U28426bc9,Se4fd2ef94d,1,2026-09-05T19:45:27,web,text,family,Where can I eat before my flight?,restaurant,restaurant,0.99,False,True,1187,539,5,False
U28426bc9,Se4fd2ef94d,2,2026-09-05T19:45:39,web,text,family,Where is the nearest restroom?,restroom,restroom,0.708,False,True,739,289,5,False
U28426bc9,Se4fd2ef94d,3,2026-09-05T19:47:05,web,image,family,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.727,False,True,975,523,5,False
U28426bc9,S5d0627ce83,0,2026-09-01T16:25:00,web,text,family,Is there a play area for children?,kids_play_area,restaurant,0.795,False,False,610,324,3,False
U28426bc9,S5d0627ce83,1,2026-09-01T16:25:52,web,text,family,Can you tell me how to get to gate A5?,find_gate,find_gate,0.936,False,True,1162,538,5,False
U28426bc9,S5d0627ce83,2,2026-09-01T16:26:08,web,text,family,Is there a family room for changing my baby?,family_room,family_room,0.99,False,True,1153,562,5,False
U28426bc9,S5d0627ce83,3,2026-09-01T16:26:58,web,image,family,"I've lost my child, who do I contact?",lost_child,fallback,0.366,True,False,1607,826,1,False
U28426bc9,S8dfdac14be,0,2026-08-28T19:37:00,web,text,family,Is there a family room for changing my baby?,family_room,family_room,0.825,False,True,839,370,4,False
U28426bc9,S8dfdac14be,1,2026-08-28T19:37:33,web,text,family,Is there a play area for children?,kids_play_area,kids_play_area,0.916,False,True,530,297,4,False
U28426bc9,S8dfdac14be,2,2026-08-28T19:39:00,web,text,family,Is there a family room for changing my baby?,family_room,family_room,0.762,False,True,665,252,5,False
U28426bc9,Sb810840ba3,0,2026-09-01T00:08:00,web,text,family,Is there a play area for children?,kids_play_area,kids_play_area,0.763,False,True,606,259,5,False
U28426bc9,Sb810840ba3,1,2026-09-01T00:09:05,web,voice,family,Where can I pray at the airport?,prayer_room,prayer_room,0.892,False,True,1450,755,4,False
Ub0293983,Sf60cac9900,0,2026-09-03T05:50:00,mobile_app,text,leisure,Where is the nearest restroom?,restroom,restroom,0.797,False,True,1129,539,5,False
